isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description
9780766144736,0766144739,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,Fiction,"A mystery of kinghood in Faerie. Contents: court of stars; book of the voices of Faerie; magic ring; beloved kinsman; paradise of birds; opening of the eyes in Faerie; daughter of the stars; woodland chapel in Faerie; history of Prince Melnor and of Beryl, a queen of spells; day of passing in Faerie; day of betrothal in Faerie; mission from the evening star; obscure night of Faerie; hand and crown in Faerie; way of a crown in Faerie; priest of stars; beginning of travels in Faerie; quest of a soul in Faerie; dream tower; bells of Faerie; festival of kinghood; enthronement.",http://books.google.com/books/content?id=W_k2Nnc9pwQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,184.0,mystery kinghood faerie content court star book voice faerie magic ring beloved kinsman paradise bird opening eye faerie daughter star woodland chapel faerie history prince melnor beryl queen spell day passing faerie day betrothal faerie mission evening star obscure night faerie hand crown faerie way crown faerie priest star beginning travel faerie quest soul faerie dream tower bell faerie festival kinghood enthronement
9780767901574,0767901576,Awakening the Buddha Within,Surya Das;Lama Surya Das,Philosophy,"Drawing on three decades of learning from the spiritual masters of Asia, an American lama illuminates the sacred wisdom and practices of Buddhism and shows readers how to integrate them into their lives, relationships, and careers. Reprint. $50,000 ad/promo. Tour.",http://books.google.com/books/content?id=9ypPEQQzKqsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,432.0,drawing three decade learning spiritual master asia american lama illuminates sacred wisdom practice buddhism show reader integrate life relationship career reprint adpromo tour
9780767903820,076790382X,I'm a Stranger Here Myself,Bill Bryson,Biography & Autobiography,"The author describes his return to America after two decades of living abroad and his disconcerting reunion with his homeland as he discusses motels, tax-return instructions, and hardware stores.",http://books.google.com/books/content?id=xb4wSmJLnhAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,304.0,author describes return america two decade living abroad disconcerting reunion homeland discusses motel taxreturn instruction hardware store
9780767905107,0767905105,Q,Quincy Jones,Biography & Autobiography,"The legendary musician, producer, and arranger chronicles his rise to the heights of the entertainment world, detailing his painful youth, his musical and business accomplishments, and his turbulent personal life.",http://books.google.com/books/content?id=zs1ixtkcJU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,432.0,legendary musician producer arranger chronicle rise height entertainment world detailing painful youth musical business accomplishment turbulent personal life
9780767905206,0767905202,Mr. Maybe,Jane Green,Fiction,"Libby Mason, who dreams of marrying a wealthy man, finds herself torn between Nick, a struggling writer who makes up for his lack of funds with his passion in bed, and Ed, Britain's wealthiest but stodgiest bachelor.",http://books.google.com/books/content?id=ZOfHhPokg5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.44,368.0,libby mason dream marrying wealthy man find torn nick struggling writer make lack fund passion bed ed britain wealthiest stodgiest bachelor
9780767906890,0767906896,For the Sins of My Father,Albert DeMeo;Mary Jane Ross,Biography & Autobiography,"The son of Roy DeMeo, the head of the Gambino crime family's squad of killers and thieves, describes coming of age in the world of organized crime, the murder of his father when he was seventeen, his love for his father despite his criminal career, and his determination to escape his father's doomed and dangerous life. Reprint.",http://books.google.com/books/content?id=40ca88BVtDcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,288.0,son roy demeo head gambino crime family squad killer thief describes coming age world organized crime murder father seventeen love father despite criminal career determination escape father doomed dangerous life reprint
9780767907811,0767907817,Bookends,Jane Green,Fiction,"The world of four lifelong friends--best friends Catherine and Simon, both unlucky in love, and Josh and Lucy, happily married to each other--is thrown into turmoil by the arrival of Portia, a beautiful college friend with a reputation for breaking hearts.",http://books.google.com/books/content?id=h528EAIYcmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,368.0,world four lifelong friendsbest friend catherine simon unlucky love josh lucy happily married otheris thrown turmoil arrival portia beautiful college friend reputation breaking heart
9780767912242,0767912241,Babyville,Jane Green,Fiction,"Three friends cope with the diverse challenges of maternity as Julia struggles to conceive with her uninterested boyfriend, career woman Maeve deals with unexpected pregnancy, and happily married Samantha finds marital strife after a new baby.",http://books.google.com/books/content?id=iSSLbF1DU2IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,464.0,three friend cope diverse challenge maternity julia struggle conceive uninterested boyfriend career woman maeve deal unexpected pregnancy happily married samantha find marital strife new baby
9780767912273,0767912276,To Have and to Hold,Jane Green,Fiction,"Setting aside her dreams of living a grass-roots life in the English countryside, Alice accepts the proposal of wealthy man-about-town Joe, who shatters Alice's romantic ideals by criticizing her looks and cheating on her before an indiscretion forces them to move to a country house in America. Reprint. 125,000 first printing.",http://books.google.com/books/content?id=VSGub7hcqI8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,352.0,setting aside dream living grassroots life english countryside alice accepts proposal wealthy manabouttown joe shatters alices romantic ideal criticizing look cheating indiscretion force move country house america reprint first printing
9780767915069,0767915062,Bill Bryson's African Diary,Bill Bryson,Biography & Autobiography,"A travel writer with little background knowledge of Africa recounts his journey to Kenya at the invitation of CARE International, where he visited slums, historic sites, natural wonders, refugee camps, and relief projects.",http://books.google.com/books/content?id=3QiTmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43,55.0,travel writer little background knowledge africa recount journey kenya invitation care international visited slum historic site natural wonder refugee camp relief project
9780767916912,0767916913,Love @ First Site,Jane Moore,Fiction,"When her girlfriends, who disapprove of her happy single life, secretly place a personal ad on a hot singles Web site on her behalf, thirty-four-year-old Jessica Monroe is thrown headlong into the bizarre world of online dating, embarking on a series of disastrous dating misadventures in search of Mr. Right. By the author of Fourplay. Reprint. 40,000 first printing.",http://books.google.com/books/content?id=WTaxiWXAArgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.4,368.0,girlfriend disapprove happy single life secretly place personal ad hot single web site behalf thirtyfouryearold jessica monroe thrown headlong bizarre world online dating embarking series disastrous dating misadventure search mr right author fourplay reprint first printing
9780767922081,0767922085,Life on Planet Rock,Lonn Friend,Biography & Autobiography,"A music journalist chronicles the heyday of heavy metal and grunge rock music, furnishing portraits of such artists as Kurt Cobain, Gene Simmons, Alice Cooper, and Elvis Costello and capturing some of the watershed moments of the musical era.",http://books.google.com/books/content?id=hqHJmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58,320.0,music journalist chronicle heyday heavy metal grunge rock music furnishing portrait artist kurt cobain gene simmons alice cooper elvis costello capturing watershed moment musical era
9780767923064,0767923065,Leonardo's Swans,Karen Essex,Fiction,"Born into wealth amid the political and artistic foment of the Italian Renaissance, worldly and ambitious Isabella and naïve Beatrice Este, sisters and rivals, compete for the attentions of Ludovico Sforza, the Duke of Milan--even though he marries Beatrice--and must choose between family loyalty and survival amid the treachery of a dangerous era. Reprint. 30,000 first printing.",http://books.google.com/books/content?id=4N8mfyt515IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,351.0,born wealth amid political artistic foment italian renaissance worldly ambitious isabella nave beatrice este sister rival compete attention ludovico sforza duke milaneven though marries beatriceand must choose family loyalty survival amid treachery dangerous era reprint first printing
9780768423488,0768423481,Experiencing Father's Embrace,Jack Frost,Religion,"Experiencing Father's Embrace is an excellent resource for anyone interested in growing or ministering in the Father's love message. The author's style of writing makes this book easy to read, yet it is one of the most thorough and profoundly impacting books available on knowing God as a Father.",http://books.google.com/books/content?id=FV8vWWvmfCgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.34,256.0,experiencing father embrace excellent resource anyone interested growing ministering father love message author style writing make book easy read yet one thorough profoundly impacting book available knowing god father
9780778321583,0778321584,Led Astray,Sandra Brown,Fiction,"When her cause-driven fianc leaves for Central America, Jenny Fletcher must fight her temptation to be led astray by his black-sheep brother--the one man she knows she should not give her heart to.",http://books.google.com/books/content?id=xzOXKcV-m9cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,240.0,causedriven fianc leaf central america jenny fletcher must fight temptation led astray blacksheep brotherthe one man know give heart
9780778321712,0778321711,Black Ice,Anne Stuart,Fiction,"Living paycheck to paycheck in Paris, American book translator Chloe Underwood would give anything for some excitement and passion.",http://books.google.com/books/content?id=bBeGXi8y2esC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,377.0,living paycheck paycheck paris american book translator chloe underwood would give anything excitement passion
9780778322849,077832284X,A Secret Splendor,Sandra Brown,Fiction,"Grieving over the death of her son, Arden Gentry hopes to ease her heart by finding her second child, the product of a scandalous affair, despite the fact that she would also have to encounter her ex-lover. Originally in paperback. 100,000 first printing.",http://books.google.com/books/content?id=ACZviVoW2WkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,280.0,grieving death son arden gentry hope ease heart finding second child product scandalous affair despite fact would also encounter exlover originally paperback first printing
9780778322993,0778322998,Thriller,James Patterson,Fiction,"A collection of thirty tales of suspense features contributions from Heather Graham, Lincoln Child, Denise Hamilton, Michael Palmer, Douglas Preston, Alex Kava, Michael Palmer, and John Lescroart.",https://placehold.co/150x200?text=No+Cover,3.5,568.0,collection thirty tale suspense feature contribution heather graham lincoln child denise hamilton michael palmer douglas preston alex kava michael palmer john lescroart
